If $$x - 2y= 0$$ $$7x + 6y= 40$$ then the value of x and y are|the answer is x= 4, y= 2|easy|x= 4, y= 2|x= 2, y= 4|x= 2, y= 2|x= 4, y= 5|x= 4, y= 2
If $$x + y + z= 9$$ $$3x + 2y - 3z= 0$$ $$z - x= 2$$, then the value of x, y and z are|the answer is x= 2, y= 3, z= 4|easy|x= 2, y= 4, z= 3|x= 2, y= 3, z= 4|x= 1, y= 3, z= 4|none of these|x= 2, y= 3, z= 4
If $$x - y + z= 0$$ $$2x + 3y - 5z= 7$$ $$3x - 4y + 2z= -1$$, then the value of x, y and z are|the answer is x= $\frac{4}{3}$, y= $\frac{7}{6}$, z= $-\frac{1}{6}$|easy|x= $\frac{5}{3}$, y= $\frac{5}{6}$, z= $-\frac{1}{6}$|x= $\frac{4}{3}$, y= $\frac{7}{9}$, z= $-\frac{1}{5}$|x= $\frac{4}{3}$, y= $\frac{7}{6}$, z= $-\frac{1}{6}$|none of these|x= $\frac{4}{3}$, y= $\frac{7}{6}$, z= $-\frac{1}{6}$
If $$2x + 3y - 3z= 0$$ $$5x - 2y + 2z= 19$$ $$x + 7y - 5z= 5$$, then the value of x, y and z are|the answer is x= 3, y= 6, z= 8|easy|x= 3, y= 6, z= 8|x= 6, y= 3, z= 7|x= 5, y= 3, z= 2|none of these|x= 3, y= 6, z= 8
If $$2x + y + 6z= 46$$ $$5x - 6y + 4z= 15$$ $$7x + 4y - 3z= 19$$, then the value of x, y and z are|the answer is x= 3, y= 4, z= 6|easy|x= 3, y= 4, z= 6|x= 4, y= 6, z= 2|x= 7, y= 11, z= 3|none of these|x= 3, y= 4, z= 6
If $$x + y + z= 1$$ $$ax + by + cz= k$$ $$a^{2}x + b^{2}y + c^{2}z= k^{2}$$, then the value of x, y and z are|the answer is x= $\frac{(k - b)(k - c)}{(a - b)(a - c)}$, y= $\frac{(k - a)(k - c)}{(b - a)(b - c)}$, z= $\frac{(k - a)(k - b)}{(c - a)(c - b)}$|easy|x= $\frac{(k - b)(k - c)}{(a - b)(a - c)}$, y= $\frac{(k - a)(k - c)}{(b - a)(b - c)}$, z= $\frac{(k - a)(k - b)}{(c - a)(c - b)}$|x= $\frac{(b - k)(k - c)}{(a - b)(a - c)}$, y= $\frac{(k - a)(k - c)}{(b - a)(b - c)}$, z= $\frac{(k - a)(k - b)}{(c - a)(c - b)}$|x= $\frac{(k - b)(c - k)}{(a - b)(a - c)}$, y= $\frac{(k - a)(k - c)}{(b - a)(b - c)}$, z= $\frac{(a - k)(k - b)}{(c - a)(c - b)}$|none of these|x= $\frac{(k - b)(k - c)}{(a - b)(a - c)}$, y= $\frac{(k - a)(k - c)}{(b - a)(b - c)}$, z= $\frac{(k - a)(k - b)}{(c - a)(c - b)}$
If $$3x + 2y - 2z= 1$$ $$-x + y - 4z= 13$$ $$2x - 3y + 4z= 8$$, then the value of x, y and z are|the answer is x= $\frac{41}{17}$, $\frac{-158}{17}$, $\frac{-105}{17}$|easy|x= $\frac{41}{17}$, $\frac{-150}{17}$, $\frac{101}{17}$|x= $\frac{41}{15}$, $\frac{41}{15}$, $\frac{41}{15}$|x= $\frac{41}{17}$, $\frac{-158}{17}$, $\frac{-105}{17}$|none of these|x= $\frac{41}{17}$, $\frac{-158}{17}$, $\frac{-105}{17}$
If $$3x + 9y= 5$$ $$9x + 27y= 10$$, then|the answer is no Solution|easy|No Solution|Infinite Solution|Unique Solution|Finite number of Solution|No Solution
If $$5x - 3y= 3$$ $$x + y= 7$$, then the value of x, y and z are|the answer is unique Solution|easy|No Solution|Infinite Solution|Unique Solution|Finite number of Solution|Unique Solution
If $$x + 2y= 5$$ $$3x + 6y= 15$$, then the value of x, y and z are|the answer is Infinite Solution|easy|No Solution|Infinite Solution|Unique Solution|Finite number of Solution|Infinite Solution
If $$2x + 3y + z= 5$$ $$3x + y + 5z= 7$$ $$x + 4y - 2z= 3$$, then the value of x, y and z are|the answer is Unique Solution|easy|No Solution|Infinite Solution|Unique Solution|Finite number of Solution|No Solution
If $$x + y - z= -2$$ $$6x + 4y + 6z= 26$$ $$2x + 7y + 4z= 31$$, then the value of x, y and z are|the answer is no Solution|easy|No Solution|Infinite Solution|Unique Solution|Finite number of Solution|Unique Solution
If $$x + 4y= 9$$ $$2x + 8y= 18$$ $$y - 2x= 0$$, then the value of x, y and z are|the answer is no Solution|easy|No Solution|Infinite Solution|Unique Solution|Finite number of Solution|Unique Solution
If $$x + ky + 3z= 0$$ $$3x + 4y - 2z= 0$$ $$2x + 3y - 4z= 0$$, find the value of k for which this system of equation has non-trival solution and find all solutions|the answer is k= $\frac{33}{2}$, x= t, y= $\frac{-2}{5}\cdot t$, z= $\frac{2}{5}\cdot t$|easy|k= $\frac{33}{2}$, x= t, y= $\frac{-2}{5}\cdot t$, z= $\frac{2}{5}\cdot t$|k= $\frac{33}{2}$, x= \frac{-15}{2}\cdot 2, y= t, z= $-3\cdot t$|x= $\frac{5}{2}\cot t$, y= $\frac{-1}{3}\cot t$, z= t|all of these|all of these
If a, b, c are different then the system $$ax + by + cz= 0$$ $$bx + cy + az= 0$$ $$cx + ay + bz= 2$$,has non trivial solution only when|the answer is a +  b + c= 0|easy|a +  b + c= 0|a +  b + c= 4|2a + 3c - b= 0|none of these|a +  b + c= 0
For what value of $\lambda$ the system $$3x - y + 4z= 0$$ $$x + 2y - 3z= 0$$ $$6x + 5y +\lambda z= 0$$ has non-trivial solution|the answer is -5|easy|-5|3|-1|none of these|-5